Emotion,Text
sadness,"gross. it's hot, and there's cotton EVERYWHERE.. hello allergies."
sadness,Thought she wuz my best friend...
sadness,Is still tired  due to late nights out and work and has to b up early again 2moro 4 work bad times!
sadness,"Oh well, there go my hopes for seamless transfer of blog  however I am now on track and will have it up and running sometime this eve"
sadness,Im so tired and sick  i have to be better on Sunday so i can sing morning and night
sadness,@danecook Sooo SAD I will miss you here in San Diego!!!
sadness,@ work again
sadness,BREAKING NEWS: The broiler at Burger King is down. There will be no burgers at Burger King at lunch!  At least Chicken Fries were there!
sadness,Time flies...and i never got it all right. Why oh why?
sadness,I am loving this sunshine and hating the thought of my office without windows
sadness,Selling my Bonnaroo ticket.  Can't get any time away from work. Anyone in the DC area interested? I can meet up!
sadness,"@inlovewitharmy Southridge was moved a week later cause of Swine flu, i think"
sadness,@DanielFielding Yeah. It totally sucks.  I hate not being able to breathe! Thanks for the ff!
sadness,"@zarigee i got mcdonalds, surpisingly its not a popular drunk food option.  its sucks that all diners aren't 24hrs here anymore"
sadness,Oh My God ..  sad day ..
sadness,Working late with only The House of Love for company. Just what I want to be doing on a summer evening when I should be out with people
sadness,any other Mac users completely given up on Google Chrome?
sadness,"@BiggaBX Yes, It's only fair  lol"
sadness,"so much for a day off- I've been on my feet, all over the place, all day!"
sadness,@TiwuRayie geez! one time in a row.. patience! good things comes to those who patience. lol. i wish i could sleepover..
sadness,"@suzbooze I wanna go, but I so freaking broke   Have fun for me"
sadness,thirty minutes turned into three hours. oops
sadness,YawNnnnn _slight headache n hangover grrr
sadness,i miss the one who would do anything to spend 5 min with me... the one who used to say just tell me when and where
sadness,G'night world. Vacations have to end some day.
sadness,Omg. I got no sleep again. Neighbors are building a deck &amp
sadness,has a gym day and is hoping to enjoy the last Friday of her twenties.
sadness,feels slightly better but damn i sure do miss him.....he's going to be so hard to get over......  i messed it up ...donuts=comfort
sadness,"so bored at work, its ridiculous, and my Saturday is going to suck with class in the morning"
sadness,Hate being sick  especially when there's no one to pamper me
sadness,Ugh. Going to skool
sadness,mcfonalds roulette i i lose. they forgot mygrilled snack wrap
sadness,Playdate cancelled
sadness,"PINKPOP weekend &amp; I've got NO tickets, meaning no BRUCE Springsteen  Oh well, it's WWWWWEEEEEEEEEEEEEEEKKKKKEEEENNNNDDDD!!!!!"
sadness,"never thought i'd say this, but i miss my 9-5 job, the commute, my cubicle, free food &amp; coffee and being downtown. why did i quit?"
sadness,aaaah taking back sunday are playing in new york 3 days after we leave
sadness,I dont feel well  i got a dentist appointment later.
sadness,@PoynterJones can I join you in your jealousy?  :L
sadness,"Back @ work, migraine lingering   Can't wait for the weekend!"
sadness,Ugh soooo much work to do today while trying to make the 6:10 train to the game... looking like a 4-5 hour Sunday at the office.
sadness,"@holmescnn Oh, I didn't realize its on at 830 as well- already at work- or as today still in the car, don't ask"
sadness,You know your neck is jacked up when you are forced to pay for parking bc you can't turn you head to parallel park in the free spaces...
sadness,forgot to wish sister happy birthday yesterday.
sadness,my parents sold my car.
sadness,I miss you guys
sadness,Goodbyes ... Hurt
sadness,"My parents withdrew permission at the last moment, I am not going along with tomorrow's SAC trip to IDP camps  #Pakistan #IDPRelief"
sadness,enjoying the great sunshine.. from indoors.. I don't feel good today
sadness,I'm over @ringorang today.  3 wrong answers in a row.  My brain's not working today.
sadness,@lilivonshtupp I'd rather go to the matinee but I have to work  Still debating whether I should go cos going alone is no fun haha
sadness,Still havent left the house yet. This is rediculous! REALLY!   S*D*P* &amp
sadness,"Boys are sitting down for photos, no touching and no handshakes allowed.  #asylm"
sadness,im still devastated about manchester united losing the UCL final
sadness,Oh darn. Lost another follower.
sadness,i woke up just now missing alabama terribly  my dad says we will be moving there. soon. thank god
sadness,@itsfrankybitch  dont make me sad... i do agree tho it does need some more of SA's magical lyrics
sadness,Why is it soooo cold &amp
sadness,No more Wiffleball..  Damn.
sadness,a female robin just flew into my window and I watched her die in my bushes...  i think i am going to cry now...
sadness,has bronchitis and is on 3 prescriptions. No fun at all. Had to miss two days in a row of work.
sadness,@nellclothing I cancelled a run in favour of... staying in. Wish I monies for pubulation tho
sadness,GrimeStopper loss  client lost their job so we did too. Hope the quote later today turns into more work. Drowned my sorrows w a huge h ...
sadness,@AnnaVodka I'm sorry to hear that! that makes me sad
sadness,@i_am_umlaut oh no!  i'm very sorry to hear
sadness,@Jamie_127 poor baby  you need some aloe. Nope sorry no hints
sadness,The Oddo's grandfather passed away in his sleep
sadness,doesn't get to see her fav5 today like planned
sadness,I saw amazing heeels. But they were too big
sadness,bout to go to work
sadness,I watched wayyyy too much Beverly Hills 90210 today and I am not proud of that fact.  TV FAIL
sadness,"I am soooo hungry. But waiting for bf to get home, he has car trouble and is waiting for the mechanic to help him..."
sadness,skype call with billie but my webcam dont work
sadness,@rafealAnthem yes i am and i was ready to go when i got here. ugh  and its sooo pretty outside..
sadness,@esull have a great camp!!!!! Wish I could be there.
sadness,@MissCaseyB I know what you mean  rain sucks...
sadness,@MsHalfway I want to go back to school too *sigh* - but I am too poor
sadness,Last day of high school  i'm gonna miss all my friends
sadness,@hithit  missing jmichelle... told you treat me like a step child! smh
sadness,@neeshababyyy they won't  guys are retarded!
sadness,"@inlovewitharmy What timeeee? My mom says I have to do something daw tomorrow, eh. But we're never compelte!"
sadness,Why didn't my favorite spotters last tweet go to my phone
sadness,i'm still full from the buffet at palms.  my stomach actually hurts. ugh gluttony bites.
sadness,"Off to play Tennis at Bel Air, courts are wet  but, we will play anyway."
sadness,charlies roastbeef: mostaza no manejamos. WTF?
sadness,"@iamdiddy - Me. because my ex boyfriend of 2 years (we broke up 2 months ago) is engaged to his gf of 6 weeks.  sad, embarrassed. Hug?"
sadness,i was too slow to get $1 Up tix
sadness,shit's depressing
sadness,So...woke up in time just for work.....boo
sadness,@ 5 happiness (chinese) totally disappointed  the food is USUALLY good *FAIL*
sadness,@SweetHomeBirth  link isn't working
sadness,"@world_of_max Sadly, no. Now David Tennant has left I don't particularly want the job anyway"
sadness,not at all happy...dont know what the reason is
sadness,@DinerokidMayo Im upset cuz now everyone agrees
sadness,apparently you are not getting on anymore... sad
sadness,I need to sit  my insides hurt ughhh
sadness,@dorritos @repressd i get migranes.. so @repressd.. that leaves you to either arthritis and/or gout!
sadness,argh! why why why
sadness,possibly going out tonight
sadness,@pilmorelee you beggar! Making me feel homesick
sadness,"@frgmnt I know, lame."
sadness,"Rope witdrawal in full effect, no one to tie, no teaching, no demos, no one to play with. But worst of all - No one to play with!"
sadness,Rachael makes me want to cry
sadness,@katebuckjr Sorry I can not reach either URL
sadness,not feeling well at all today! ugh cant I just go home.
sadness,My eyes hurt.
sadness,@dutchraymond yeah I didn't realize how bad it all was till now
sadness,has today off! But has to work tomorrow
sadness,"being lazy the rain does that to me  gym&amp;&amp;tanning is possibe, work &amp;&amp; a small social gathering around tha corner"
sadness,Can't give blood within a year of getting a tattoo so I can't give...Im gutted
sadness,my head huwwts
sadness,I have to go to work with out my @andrajoi and @treykinkade
sadness,@vosdjs LOL yea the fondue is on point... but that Chocolate Lava Cake is what you really want...but I wont be here   Im Mon-Fri babes!
sadness,That's it? It's done already? This is one proof that there's nothing fair in this world.   http://bit.ly/10UEMq
sadness,I've been offered Fred on loan but I has no moniiieeeess...
sadness,"@APStylebook I know, but I need some things in my life to be constant"
sadness,Is youtube not working properly for anyone else? I can't watch videos because they keep failing to load
sadness,no luck in goin to forum.. im about the only person on earth not goin out
sadness,Starving. And Alyssa's mom would bring her subway.
sadness,has new headphones but no mp3 player yet  http://plurk.com/p/x258n
sadness,@risquethaianna i cant go swimmin any more
sadness,@tommcfly sweet .. Englands becoming lamer and lamer since you guys left
sadness,"i got a haircut, i felt like that guy on the &quot;Last Samuri&quot; who was forced to have his ponytail cut off."
sadness,@GLAMvoy Yes I think so unless it changed.  I sent u a happy mothers day text but u never responded back
sadness,@emaxio still @ the courthouse!     Happy to have a job... sad its this one!
sadness,@tearose21 Wish I could be there to enjoy a girls day!!!
sadness,And it's gone.
sadness,Im here at work super bored
sadness,to cold for the beach  sucky.
sadness,@Berumen4 No.  Just sitting around sculpting tiny koi.
sadness,O.k i feel like i need to cry now  i can't believe that in less than 2 years ill be walking across the stage to get a High School diploma!
sadness,@Jonasbrothers Just saw the webc. awesome! i loved all the songs! im sad cuz i couldnt be there  had 2 wake up early and it started at 1am
sadness,So now we'll pay more in sales tax...great.  Even worse Mom and Pop businesses have to double what they pay in business licenses.
sadness,is stressin h-core. and is supposed to be cleaning her room. and feels like crap.
sadness,back from lunch and it's pouring rain! ugh  ohh well at least it gets me into a Death Cab For Cutie mood!
sadness,@Mad_Gab  We should bask in misery together
